sourcePostId,sourceUrl,publishedAt,origin,brand,model,year,trim,mileage,engine,powerHp,consumption,transmission,drive,safety,interior,damage,vin,auctionDate,estimatedBidUsd,priceRub,customsRub,lot,calculationDate,photos,rawText
511,https://t.me/AutoWorld_Georgia/511,2025-10-18T18:32:21+00:00,,Toyota,Camry,2022,SE,32 500ml. (52000km),"гибридный 2,5л. на 208л.с.",208.0,,Aвтомат,передний FWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
Toyota Camry 07/22г.
🚗
✨
🔹
комплектация SE
🔹
Пробег:  32 500ml. (52000km)
👍
🔹
Двигатель:  гибридный 2,5л. на 208л.с.
🐎
💨
🔹
Коробка: Aвтомат
🔹
Привод: передний FWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
📜
История автомобиля незначительная, предоставлю по запросу!
💰
Цена: всего 2 600 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
52МА1187007ИС
💵
83"
521,https://t.me/AutoWorld_Georgia/521,2025-10-20T17:45:26+00:00,,Honda,CR-V,2022,Hybrid EX-L,32 500км,"гибридный 2,0л. на 212л.с.",212.0,,Aвтомат,полный АWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
Honda CR-V 04/22г.
🚗
✨
🔹
комплектация Hybrid EX-L
🔹
Пробег:  32 500км
👍
🔹
Двигатель:  гибридный 2,0л. на 212л.с.
🐎
💨
🔹
Коробка: Aвтомат
🔹
Привод: полный АWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
📜
История автомобиля незначительная, предоставлю по запросу!
💰
Цена: всего 3 050 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
02МА1187168ИС
💵
84"
531,https://t.me/AutoWorld_Georgia/531,2025-10-21T05:10:23+00:00,,Audi,Q5,2022,PREMIUM PLUS 40,51 000км,"бензин 2,0л. на 261л.с.",261.0,,Aвтомат,полный QUATTRO,"""завод""","из кожи, камеры 360°. Панорама. Парктроник спереди и сзади. Память сидений.",,,,,,,20102112,,https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/main-1790167900594-main-1-60759477.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167901381-other-2-aa77a9ae.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167902179-other-3-33520d0d.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167903024-other-4-491a1536.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167904039-other-5-3c6c3410.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167905043-other-6-4f47fee2.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167906039-other-7-8727b5b7.jpg | https://storage.yandexcloud.net/viiversion-auto-sale-media/cars/autoworld-531/other-1790167906513-other-8-be41ebe6.jpg,"🚀
🌟
Audi Q5 04/22.
🚗
✨
🔹
комплектация PREMIUM PLUS 40
🔹
Пробег:  51 000км
👍
🔹
Двигатель:  бензин 2,0л. на 261л.с.
🐎
💨
🔹
Коробка: Aвтомат
🔹
Привод: полный QUATTRO
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи, камеры 360°. Панорама. Парктроник спереди и сзади. Память сидений.
Бесключевой доступ на всех дверях. Подсветка наружных ручек дверей и лого. Подрулевые переключатели скорости. Подогрев сидений и зеркал. Премиальная акустика BANG OLUFSEN с сабвуфером.
📜
История автомобиля незначительная, предоставлю по запросу!
💰
Цена: всего 4 150 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
АРГ20102112ИС
💵
84"
538,https://t.me/AutoWorld_Georgia/538,2025-10-21T06:46:27+00:00,,VW,Atlas,2021,предмакс. SE,120 000км.,"надежный 2,0-turbo на 235л.с.",235.0,,Aвтомат,полный АWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
VW Atlas 03/21г.
🚗
✨
🔹
комплектация предмакс. SE
🔹
Пробег:  120 000км.
👍
🔹
Двигатель:  надежный 2,0-turbo на 235л.с.
🐎
💨
🔹
Коробка: Aвтомат
🔹
Привод: полный АWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
, панорама
📜
История автомобиля минимальная, предоставлю по запросу!
💰
Цена: всего 2 750 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
95АП9026ИС
💵
84"
548,https://t.me/AutoWorld_Georgia/548,2025-10-21T07:09:11+00:00,,VW,Tiguan дорест.,2021,предмакс. SE,86 000км.,"надежный 2,0-turbo на 184л.с.",184.0,,АКПП-8 aisin,полный АWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
VW Tiguan дорест. 05/21г.
🚗
✨
🔹
комплектация предмакс. SE
🔹
Пробег:  86 000км.
👍
🔹
Двигатель:  надежный 2,0-turbo на 184л.с.
🐎
💨
🔹
Коробка: АКПП-8 aisin
🔹
Привод: полный АWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
, панорама
📜
История автомобиля минимальная (сзади), предоставлю по запросу!
💰
Цена: всего 2 420 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
47АП8983ИС
💵
84"
559,https://t.me/AutoWorld_Georgia/559,2025-10-21T08:58:39+00:00,,Nissan,Rogue,2021,PLATINUM,89 000км.,"надежный атмосферный 2,5л. на 181л.с.",181.0,,Aвтомат,полный АWD,"""завод""",из премиальной кожи,,,,,,,,,,"🚀
🌟
Nissan Rogue 03/21г.
🚗
✨
🔹
комплектация PLATINUM
🔹
Пробег:  89 000км.
👍
🔹
Двигатель:  надежный атмосферный 2,5л. на 181л.с.
🐎
💨
🔹
Коробка: Aвтомат
🔹
Привод: полный АWD
🔹
кузов и безопасность ""завод""
🏭
🔹
Салон из премиальной кожи
🐄
🛋
, панорама
📜
История автомобиля минимальная, предоставлю по запросу!
💰
Цена: всего 3 130 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
92АП9026ИС
💵
84"
571,https://t.me/AutoWorld_Georgia/571,2025-10-23T10:38:16+00:00,,VW,Taos,2021,SE,74 000км.,"надежный 1,5-turbo на 158л.с.",158.0,,АКПП-8 aisin,передний FWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
VW Taos 09/21г.
🚗
✨
🔹
комплектация SE
🔹
Пробег:  74 000км.
👍
🔹
Двигатель:  надежный 1,5-turbo на 158л.с.
🐎
💨
🔹
Коробка: АКПП-8 aisin
🔹
Привод: передний FWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
, панорама, 2 ключа!!!
📜
Историю автомобиля предоставлю по запросу!
💰
Цена: всего 2 200 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
36МА1185583ИС
💵
84"
584,https://t.me/AutoWorld_Georgia/584,2025-10-23T12:15:57+00:00,,Hyundai,Elantra,2021,максимальная SEL,99 000км.,"атмосферный 2,0л на 147л.с.",147.0,,АКПП,передний FWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
Hyundai Elantra 04/21г.
🚗
✨
🔹
комплектация максимальная SEL
🔹
Пробег:  99 000км.
👍
🔹
Двигатель: атмосферный 2,0л на 147л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: передний FWD
🔹
кузов и безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
, панорама, бесключевой доступ!
📜
История автомобиля минимальная (пер.бампер), предоставлю по запросу!
💰
Цена: всего 1 890 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
78МА7125811ИС
💵
84"
592,https://t.me/AutoWorld_Georgia/592,2025-10-23T12:36:19+00:00,,Hyundai,Kona,2021,максимальная SEL,69 600км.,"атмосферный 2,0л на 147л.с.",147.0,,АКПП,полный АWD,"""завод""",из кожи,,,,,,,,,,"🚀
🌟
Hyundai Kona 11/21г.
🚗
✨
🔹
комплектация  максимальная SEL
🔹
Пробег:  69 600км.
👍
🔹
Двигатель: атмосферный 2,0л на 147л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: полный АWD
🔹
Безопасность ""завод""
🏭
🔹
Салон из кожи
🐄
🛋
, бесключевой доступ, новый АКБ и шины!
📜
История автомобиля незначительная (пер.пр,крыло),  предоставлю по запросу!
💰
Цена: всего 1 970 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
92МА0247811ИС
💵
84"
602,https://t.me/AutoWorld_Georgia/602,2025-10-23T17:58:38+00:00,,KIA,Soul,2021,GT-line,47 000,"атмосферный 2,0л на 147л.с.",147.0,,АКПП,передний FWD,"""",из качественного текстиля,,,,,,,,,,"🚀
🌟
KIA Soul 06/21г.
🚗
✨
🔹
комплектация
GT-line
🔹
Пробег:
47 000
км.
👍
🔹
Двигатель: атмосферный 2,0л на 147л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: передний FWD
🔹
Безопасность ""
завод
""
🏭
🔹
Салон из качественного текстиля
🛋
!
📜
История автомобиля незначительная (пер.лев. крыло),  предоставлю по запросу!
💰
Цена: всего
1 920 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
30МА7266811ИС
💵
84
❤️
Не упустите шанс
☝
эта ""
ДУША
"" просто
🎶
🎤
в редкой ""
GT-line
"" комплектации по цене обычной!!!"
612,https://t.me/AutoWorld_Georgia/612,2025-10-23T18:38:51+00:00,,Toyota,C-HR,2021,предмакс.,101 000,"атмосферный 2,0л на 145л.с.",145.0,,АКПП,передний FWD,"""",из качественного текстиля,,,,,,,,,,"🚀
🌟
Toyota C-HR 02/21г.
🚗
✨
🔹
комплектация  предмакс.
XLE
🔹
Пробег:
101 000
км.
👍
🔹
Двигатель: атмосферный 2,0л на 145л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: передний FWD
🔹
Безопасность ""
завод
""
🏭
🔹
Стильный двухцветный салон из качественного текстиля
🛋
!
📜
Историю автомобиля,  предоставлю по запросу!
💰
Цена: всего
2 180 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
03АП4009ИС
💵
84"
640,https://t.me/AutoWorld_Georgia/640,2025-10-25T15:51:27+00:00,,Chevrolet,Trax,2021,LS,66 000,"1,4-turbo на 155л.с.",155.0,,АКПП,полный AWD,"""",из текстиля,,,,,,,,,,"🚀
🌟
Chevrolet Trax 11/21г.
🚗
✨
🔹
комплектация
LS
🔹
Пробег:
66 000
км.
👍
🔹
Двигатель: 1,4-turbo на 155л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: полный AWD
🔹
Безопасность ""
завод
""
🏭
🔹
Салон из текстиля
🛋
!
📜
Историю автомобиля,  предоставлю по запросу!
💰
Цена: всего 1
480 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
49МА111811ИС
💵
84"
650,https://t.me/AutoWorld_Georgia/650,2025-10-25T16:10:23+00:00,,Ford,EcoSport,2021,SE,49 000,"1,0-turbo на 123л.с.",123.0,,АКПП,передний FWD,"""",из текстиля,,,,,,,,,,"🚀
🌟
Ford EcoSport 10/21г.
🚗
✨
🔹
комплектация
SE
🔹
Пробег:
49 000
км.
👍
🔹
Двигатель: 1,0-turbo на 123л.с.
🐎
💨
🔹
Коробка: АКПП
🔹
Привод: передний FWD
🔹
Безопасность ""
завод
""
🏭
🔹
Салон из текстиля
🛋
!
📜
Историю автомобиля,  предоставлю по запросу!
💰
Цена: всего 1
370 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
16МА2719ИС
💵
84"
656,https://t.me/AutoWorld_Georgia/656,2025-10-25T17:41:37+00:00,,Honda,HR-V,2021,EХ,61 000,атмосферный,141.0,,АКПП,полный,"""",из текстиля,,,,,,,,,,"🚀
🌟
Honda HR-V 01/21г.
🚗
✨
🔹
комплектация
EХ
🔹
Пробег:
61 000
км.
👍
🔹
Двигатель: атмосферный
1,8л.
на
141л.с.
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: полный
АWD
🔹
Безопасность ""
завод
""
🏭
🔹
Салон из текстиля
🛋
!
📜
История автомобиля незначительная, предоставлю по запросу!
💰
Цена: всего
2 050 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
88АП0698ИС
💵
84
Стоимость подобных автомобилей 21-22г. варьируется от 1,7 до 2,25млн."
678,https://t.me/AutoWorld_Georgia/678,2025-10-29T18:47:58+00:00,,Subaru,Crosstrek (XV),2021,Premium,24 000,атмосферный,152.0,,АКПП,полный,"""",из качественного текстиля,,,,,,,,,,"🚀
🌟
Subaru Crosstrek (XV) 07/21г.
🚗
✨
🔹
комплектация  Premium
🔹
Пробег:
24 000
км.
👍
🔹
Двигатель: атмосферный
2,0л.
на
152л.с.
🐎
💨
🔹
Коробка:
АКПП
🔹
Привод: полный
АWD
🔹
Кузов и безопасность ""
завод
""
🏭
🔹
Салон из качественного текстиля
🛋
!
📜
История автомобиля минимальная, предоставлю по запросу!
💰
Цена: всего
2 120 000
🇷🇺
🪙
под ключ!
🔑
(торг)
🔎
62АП9198ИС
💵
82"
